"","Date","Latitude","Longitude","Acres","County","AgencyCode","Source","DDLat","DDLon","ORIG_OID"
"1286",2019-07-18,21.9944681,-159.3451774,0.01,"Kauai","2019_KA_1903757"," ","21.99446810N","159.34517738W",1206
"1287",2005-08-20,22.0391426,-159.3450012,500,"Kauai","KA244","DOFAW","22.03914260N","159.34500120W",1207
"1288",2012-06-09,22.19298483,-159.3449206,0.01,"Kauai","2012_KA_1202437"," ","22.19298483N","159.34492061W",1208
"1289",2007-07-05,22.0096645,-159.3446808,0.1,"Kauai","KA664","Kauai County","22.00966450N","159.34468080W",1209
"1290",2005-12-30,22.1020527,-159.3443146,0.1,"Kauai","KA245","Kauai County","22.10205270N","159.34431460W",1210
"1291",2006-01-06,22.1055946,-159.3442993,0.1,"Kauai","KA246","Kauai County","22.10559460N","159.34429930W",1211
"1292",2006-01-02,21.9963036,-159.3442535,200,"Kauai","KA248","Kauai County","21.99630360N","159.34425350W",1212
"1293",2019-08-27,21.98209655,-159.3442045,0.01,"Kauai","2019_KA_1904512"," ","21.98209655N","159.34420452W",1213
"1294",2008-11-11,21.9941578,-159.3441315,0.1,"Kauai","KA665","Kauai County","21.99415780N","159.34413150W",1214
"1295",2007-07-04,22.0085297,-159.3440399,80,"Kauai","KA666","DOFAW","22.00852970N","159.34403990W",1215
"1296",2007-04-28,21.9829979,-159.3439636,0.2,"Kauai","KA667","Kauai County","21.98299790N","159.34396360W",1216
"1297",2019-12-10,21.994793,-159.343829,0.01,"Kauai","2019_KA_1906377"," ","21.99479300N","159.34382900W",1217
"1298",2018-02-04,22.105223,-159.343557,0.01,"Kauai","2018_KA_1800630"," ","22.10522300N","159.34355700W",1218
"1299",2006-01-04,21.9938564,-159.343399,0.1,"Kauai","KA249","Kauai County","21.99385640N","159.34339900W",1219
"1300",2011-03-16,22.1903687,-159.3428802,0.01,"Kauai","KA250","Kauai County","22.19036870N","159.34288020W",1220
"1301",2011-10-10,21.9945602,-159.3428802,0.1,"Kauai","KA668","Kauai County","21.99456020N","159.34288020W",1221
"1302",2020-12-11,21.99345505,-159.3427922,0.1,"Kauai","2020_KA_2005417"," ","21.99345505N","159.34279222W",1222
"1303",2020-04-22,21.99360427,-159.3426635,0.01,"Kauai","2020_KA_2001974"," ","21.99360427N","159.34266348W",1223
"1304",2020-09-04,21.99356448,-159.3426635,0.01,"Kauai","2020_KA_2003943"," ","21.99356448N","159.34266348W",1224
"1305",2016-07-21,22.019327,-159.342592,0.01,"Kauai","2016_KA_1603300"," ","22.01932700N","159.34259200W",1225
"1306",2006-07-05,21.9892941,-159.342514,0.1,"Kauai","KA251","Kauai County","21.98929410N","159.34251400W",1226
"1307",2009-10-05,21.9920998,-159.3422089,0.03,"Kauai","KA669","Kauai County","21.99209980N","159.34220890W",1227
"1308",2008-11-04,21.9935036,-159.3421021,0.1,"Kauai","KA673","Kauai County","21.99350360N","159.34210210W",1228
"1309",2007-07-06,21.9589329,-159.3420563,0.1,"Kauai","KA671","Kauai County","21.95893290N","159.34205630W",1229
"1310",2007-07-05,21.9588509,-159.3420563,5,"Kauai","XX127","DOFAW","21.95885090N","159.34205630W",1230
"1311",2007-01-16,21.9728966,-159.3418884,0.2,"Kauai","KA674","Kauai County","21.97289660N","159.34188840W",1231
"1312",2007-07-06,21.9590054,-159.3418121,0.1,"Kauai","KA675","Kauai County","21.95900540N","159.34181210W",1232
"1313",2006-10-09,22.1757889,-159.3417969,0.1,"Kauai","KA13","Kauai County","22.17578890N","159.34179690W",1233
"1314",2009-07-04,22.02948,-159.341629,0.09,"Kauai","KA677","Kauai County","22.02948000N","159.34162900W",1234
"1315",2018-10-21,22.02555035,-159.3415432,0.01,"Kauai","2018_KA_1805141"," ","22.02555035N","159.34154325W",1235
"1316",2019-05-17,21.991086,-159.34141,0.1,"Kauai","2019_KA_1902562"," ","21.99108600N","159.34141000W",1236
"1317",2010-08-29,21.9915276,-159.3411407,0.01,"Kauai","KA678","Kauai County","21.99152760N","159.34114070W",1237
"1318",2005-07-14,22.0917797,-159.3410645,0.1,"Kauai","KA252","Kauai County","22.09177970N","159.34106450W",1238
"1319",2018-10-06,22.08951758,-159.3410617,0.01,"Kauai","2018_KA_1804905"," ","22.08951758N","159.34106174W",1239
"1320",2020-01-17,21.991109,-159.34068,0.01,"Kauai","2020_KA_2000352"," ","21.99110900N","159.34068000W",1241
"1321",2012-08-17,22.08884997,-159.3401215,0.25,"Kauai","2012_KA_1203463"," ","22.08884997N","159.34012146W",1242
"1322",2010-01-02,22.091589,-159.3400574,0.1,"Kauai","KA681","Kauai County","22.09158900N","159.34005740W",1243
"1323",2020-02-17,22.035244,-159.339954,0.01,"Kauai","2020_KA_2000936"," ","22.03524400N","159.33995400W",1244
"1324",2020-09-10,22.013401,-159.33995,1,"Kauai","2020_KA_2004050"," ","22.01340100N","159.33995000W",1245
"1325",2013-09-21,22.076114,-159.339931,42,"Kauai","2013_KA_1304202"," ","22.07611400N","159.33993100W",1246
"1326",2005-08-22,22.0448246,-159.339798,0.1,"Kauai","KA254","Kauai County","22.04482460N","159.33979800W",1247
"1327",2020-04-01,22.012266,-159.33964,0.1,"Kauai","2020_KA_2001692"," ","22.01226600N","159.33964000W",1248
"1328",2020-10-09,22.013942,-159.339568,1,"Kauai","2020_KA_2004476"," ","22.01394200N","159.33956800W",1249
"1329",2020-10-10,22.013942,-159.339568,0.1,"Kauai","2020_KA_2004481"," ","22.01394200N","159.33956800W",1250
"1330",2018-07-25,22.040931,-159.339505,0.01,"Kauai","2018_KA_1803611"," ","22.04093100N","159.33950500W",1251
"1331",2010-06-02,22.0240574,-159.339447,0.01,"Kauai","KA682","Kauai County","22.02405740N","159.33944700W",1252
"1332",2015-07-30,22.040817,-159.339395,20,"Kauai","2015_KA_1503547"," ","22.04081700N","159.33939500W",1253
"1333",2015-07-27,22.045848,-159.33918,2,"Kauai","2015_KA_1503503"," ","22.04584800N","159.33918000W",1254
"1334",2015-07-18,21.960897,-159.339073,0.01,"Kauai","2015_KA_1503354"," ","21.96089700N","159.33907300W",1255
"1335",2011-03-16,22.2044296,-159.339035,2,"Kauai","KA683","Kauai County","22.20442960N","159.33903500W",1256
"1336",2018-10-15,22.009845,-159.3390227,0.02,"Kauai","2018_KA_1805047"," ","22.00984500N","159.33902268W",1257
"1337",2019-06-01,22.009845,-159.3390227,0.01,"Kauai","2019_KA_1902834"," ","22.00984500N","159.33902268W",1258
"1338",2007-06-19,22.0375023,-159.338974,40,"Kauai","KA684","DOFAW","22.03750230N","159.33897400W",1259
"1339",2019-05-23,22.049658,-159.338593,0.2,"Kauai","2019_KA_1902667"," ","22.04965800N","159.33859300W",1260
"1340",2020-01-03,22.053558,-159.338569,0.01,"Kauai","2020_KA_2000084"," ","22.05355800N","159.33856900W",1261
"1341",2020-05-04,22.020815,-159.338541,0.01,"Kauai","2020_KA_2002137"," ","22.02081500N","159.33854100W",1262
"1342",2019-11-25,22.029766,-159.338485,0.01,"Kauai","2019_KA_1906131"," ","22.02976600N","159.33848500W",1263
"1343",2008-01-11,22.0168419,-159.3384552,0.1,"Kauai","KA685","Kauai County","22.01684190N","159.33845520W",1264
"1344",2013-09-22,22.010207,-159.338429,35,"Kauai","2013_KA_1304203"," ","22.01020700N","159.33842900W",1265
"1345",2015-06-19,22.010207,-159.338429,0.2,"Kauai","2015_KA_1502853"," ","22.01020700N","159.33842900W",1266
"1346",2012-10-06,22.010207,-159.338429,0.1,"Kauai","2012_KA_1204144"," ","22.01020700N","159.33842900W",1267
"1347",2015-03-15,22.010207,-159.338429,0.01,"Kauai","2015_KA_1501293"," ","22.01020700N","159.33842900W",1268
"1348",2016-12-03,22.010208,-159.338425,0.01,"Kauai","2016_KA_1605519"," ","22.01020800N","159.33842500W",1269
"1349",2011-08-08,22.0361977,-159.3384094,0.2,"Kauai","KA686","Kauai County","22.03619770N","159.33840940W",1270
"1350",2020-09-03,22.030474,-159.338381,0.01,"Kauai","2020_KA_2003916"," ","22.03047400N","159.33838100W",1271
"1351",2015-06-24,22.029316,-159.338318,0.1,"Kauai","2015_KA_1502942"," ","22.02931600N","159.33831800W",1272
"1352",2005-08-21,22.0448914,-159.3382721,0.1,"Kauai","KA256","Kauai County","22.04489140N","159.33827210W",1273
"1353",2010-07-13,22.0368061,-159.3382721,0.5,"Kauai","KA687","Kauai County","22.03680610N","159.33827210W",1274
"1354",2011-10-21,22.0412159,-159.3382111,3,"Kauai","KA688","Kauai County","22.04121590N","159.33821110W",1275
"1355",2006-09-14,22.0304832,-159.3382111,0.1,"Kauai","KA850","Kauai County","22.03048320N","159.33821110W",1276
"1356",2020-04-11,22.201202,-159.338204,0.25,"Kauai","2020_KA_2001821"," ","22.20120200N","159.33820400W",1277
"1357",2018-08-23,22.011617,-159.338083,0.1,"Kauai","2018_KA_1804154"," ","22.01161700N","159.33808300W",1278
"1358",2007-06-29,22.0435047,-159.3380737,1,"Kauai","KA689","Kauai County","22.04350470N","159.33807370W",1279
"1359",2007-06-29,22.0435047,-159.3380737,0.1,"Kauai","KA690","Kauai County","22.04350470N","159.33807370W",1280
"1360",2007-06-29,22.0443897,-159.3380585,300,"Kauai","KA691","DOFAW","22.04438970N","159.33805850W",1281
"1361",2005-07-14,22.041048,-159.3379822,0.1,"Kauai","KA257","Kauai County","22.04104800N","159.33798220W",1282
"1362",2011-12-28,22.0127258,-159.3378754,0.1,"Kauai","KA693","Kauai County","22.01272580N","159.33787540W",1283
"1363",2006-09-04,22.0374088,-159.3378601,0.1,"Kauai","KA258","Kauai County","22.03740880N","159.33786010W",1284
"1364",2018-01-17,22.037697,-159.337786,0.1,"Kauai","2018_KA_1800309"," ","22.03769700N","159.33778600W",1285
"1365",2011-08-08,22.0312214,-159.337738,0.01,"Kauai","KA694","Kauai County","22.03122140N","159.33773800W",1286
"1366",2018-01-15,22.034884,-159.337706,0.01,"Kauai","2018_KA_1800282"," ","22.03488400N","159.33770600W",1287
"1367",2018-05-17,22.043699,-159.337695,1,"Kauai","2018_KA_1802457"," ","22.04369900N","159.33769500W",1288
"1368",2007-06-29,22.2050552,-159.3376923,0.1,"Kauai","KA695","Kauai County","22.20505520N","159.33769230W",1289
"1369",2006-07-07,22.0878525,-159.3375702,0.1,"Kauai","KA259","Kauai County","22.08785250N","159.33757020W",1290
"1370",2020-03-29,22.031285,-159.337547,0.01,"Kauai","2020_KA_2001655"," ","22.03128500N","159.33754700W",1291
"1371",2005-12-30,22.0973759,-159.3373871,0.3,"Kauai","KA260","Kauai County","22.09737590N","159.33738710W",1292
"1372",2019-12-28,22.031802,-159.337243,0.01,"Kauai","2019_KA_1906746"," ","22.03180200N","159.33724300W",1293
"1373",2008-08-08,22.0326214,-159.3370972,0.1,"Kauai","KA696","Kauai County","22.03262140N","159.33709720W",1294
"1374",2017-09-14,22.04230181,-159.3370732,0.1,"Kauai","2017_KA_1704671"," ","22.04230181N","159.33707317W",1295
"1375",2018-11-21,22.03588479,-159.3370457,0.1,"Kauai","2018_KA_1805692"," ","22.03588479N","159.33704572W",1296
"1376",2014-12-13,22.03588479,-159.3370457,0.06,"Kauai","2014_KA_1405463"," ","22.03588479N","159.33704572W",1297
"1377",2016-03-10,22.03588479,-159.3370457,0.01,"Kauai","2016_KA_1601197"," ","22.03588479N","159.33704572W",1298
"1378",2010-09-26,22.0955029,-159.3368835,0.1,"Kauai","KA261","Kauai County","22.09550290N","159.33688350W",1299
"1379",2018-01-24,21.957725,-159.336639,2,"Kauai","2018_KA_1800408"," ","21.95772500N","159.33663900W",1300
"1380",2020-06-25,22.045474,-159.336612,0.01,"Kauai","2020_KA_2002887"," ","22.04547400N","159.33661200W",1301
"1381",2020-06-25,22.03625874,-159.3366098,0.01,"Kauai","2020_KA_2002879"," ","22.03625874N","159.33660979W",1302
"1382",2018-11-12,22.034651,-159.336559,0.01,"Kauai","2018_KA_1805536"," ","22.03465100N","159.33655900W",1303
"1383",2019-08-28,22.009291,-159.336492,1,"Kauai","2019_KA_1904539"," ","22.00929100N","159.33649200W",1304
"1384",2006-09-23,22.1821995,-159.336441,0.1,"Kauai","KA262","Kauai County","22.18219950N","159.33644100W",1305
"1385",2018-11-27,22.044594,-159.33635,0.1,"Kauai","2018_KA_1805799"," ","22.04459400N","159.33635000W",1306
"1386",2019-09-09,22.043735,-159.336185,0.01,"Kauai","2019_KA_1904778"," ","22.04373500N","159.33618500W",1307
"1387",2010-04-21,22.0356731,-159.3361816,0.01,"Kauai","KA698","Kauai County","22.03567310N","159.33618160W",1308
"1388",2020-06-26,22.043983,-159.336169,0.01,"Kauai","2020_KA_2002894"," ","22.04398300N","159.33616900W",1309
"1389",2009-07-18,22.0436306,-159.3361206,0.1,"Kauai","KA700","Kauai County","22.04363060N","159.33612060W",1310
"1390",2010-08-25,22.0436287,-159.3361206,0.01,"Kauai","KA699","Kauai County","22.04362870N","159.33612060W",1311
"1391",2011-05-29,22.0436535,-159.3360748,0.1,"Kauai","KA701","Kauai County","22.04365350N","159.33607480W",1312
"1392",2020-01-20,22.045579,-159.336059,0.1,"Kauai","2020_KA_2000410"," ","22.04557900N","159.33605900W",1313
"1393",2020-09-06,21.954962,-159.336052,400,"Kauai","2020_KA_2003975"," ","21.95496200N","159.33605200W",1314
"1394",2020-05-26,22.035515,-159.336005,0.01,"Kauai","2020_KA_2002451"," ","22.03551500N","159.33600500W",1315
"1395",2006-05-21,22.043623,-159.3359985,0.1,"Kauai","KA227","Kauai County","22.04362300N","159.33599850W",1316
"1396",2005-06-07,22.0434799,-159.3359833,0.5,"Kauai","KA228","Kauai County","22.04347990N","159.33598330W",1317
"1397",2013-04-06,22.047544,-159.335854,0.1,"Kauai","2013_KA_1301549"," ","22.04754400N","159.33585400W",1318
"1398",2013-04-26,22.045988,-159.335854,0.1,"Kauai","2013_KA_1301876"," ","22.04598800N","159.33585400W",1319
"1399",2019-05-17,21.954979,-159.335791,0.5,"Kauai","2019_KA_1902559"," ","21.95497900N","159.33579100W",1320
"1400",2010-06-16,22.0433273,-159.3357697,0.1,"Kauai","KA704","Kauai County","22.04332730N","159.33576970W",1321
"1401",2010-01-06,22.0429993,-159.3357086,0.1,"Kauai","KA706","Kauai County","22.04299930N","159.33570860W",1322
"1402",2009-08-26,22.0432339,-159.3356781,0.1,"Kauai","KA707","Kauai County","22.04323390N","159.33567810W",1323
"1403",2010-12-14,22.0464802,-159.3356323,0.01,"Kauai","KA709","Kauai County","22.04648020N","159.33563230W",1324
"1404",2015-11-06,22.036442,-159.335614,0.01,"Kauai","2015_KA_1505115"," ","22.03644200N","159.33561400W",1325
"1405",2006-07-22,22.038208,-159.3355865,0.1,"Kauai","KA229","Kauai County","22.03820800N","159.33558650W",1326
"1406",2020-02-20,22.04108902,-159.3355842,1,"Kauai","2020_KA_2001014"," ","22.04108902N","159.33558416W",1327
"1407",2018-06-19,22.04108902,-159.3355842,0.01,"Kauai","2018_KA_1802989"," ","22.04108902N","159.33558416W",1328
"1408",2019-01-03,22.04108902,-159.3355842,0.01,"Kauai","2019_KA_1900053"," ","22.04108902N","159.33558416W",1329
"1409",2019-01-11,22.04108902,-159.3355842,0.01,"Kauai","2019_KA_1900224"," ","22.04108902N","159.33558416W",1330
"1410",2020-05-11,22.04367,-159.335568,0.01,"Kauai","2020_KA_2002240"," ","22.04367000N","159.33556800W",1331
"1411",2012-08-16,22.038746,-159.335554,0.01,"Kauai","2012_KA_1203432"," ","22.03874600N","159.33555400W",1332
"1412",2005-03-25,22.04702,-159.3355255,1,"Kauai","KA230","Kauai County","22.04702000N","159.33552550W",1333
"1413",2010-03-03,22.0432892,-159.3354797,0.1,"Kauai","KA711","Kauai County","22.04328920N","159.33547970W",1334
"1414",2019-07-07,22.046734,-159.335465,0.1,"Kauai","2019_KA_1903508"," ","22.04673400N","159.33546500W",1335
"1415",2018-12-16,22.040483,-159.335446,0.03,"Kauai","2018_KA_1806085"," ","22.04048300N","159.33544600W",1336
"1416",2017-11-07,22.04895838,-159.3354152,0.05,"Kauai","2017_KA_1705619"," ","22.04895838N","159.33541517W",1337
"1417",2018-07-13,22.04895838,-159.3354152,0.01,"Kauai","2018_KA_1803400"," ","22.04895838N","159.33541517W",1338
"1418",2009-07-09,22.2037468,-159.3353577,0.5,"Kauai","KA713","Kauai County","22.20374680N","159.33535770W",1339
"1419",2011-09-10,22.0431137,-159.3353577,0.1,"Kauai","KA714","Kauai County","22.04311370N","159.33535770W",1340
"1420",2014-04-04,22.043327,-159.335339,0.1,"Kauai","2014_KA_1401550"," ","22.04332700N","159.33533900W",1341
"1421",2008-01-04,22.0395451,-159.3353119,0.1,"Kauai","KA715","Kauai County","22.03954510N","159.33531190W",1342
"1422",2009-12-09,22.0431976,-159.3352814,0.1,"Kauai","KA716","Kauai County","22.04319760N","159.33528140W",1343
"1423",2010-06-02,21.9718628,-159.3352203,0.25,"Kauai","KA315","Kauai County","21.97186280N","159.33522030W",1344
"1424",2008-01-05,22.0475941,-159.3351593,0.1,"Kauai","KA718","Kauai County","22.04759410N","159.33515930W",1345
"1425",2007-04-13,22.0413342,-159.3351593,0.1,"Kauai","KA717","Kauai County","22.04133420N","159.33515930W",1346
"1426",2008-04-19,22.043045,-159.335144,0.1,"Kauai","KA719","Kauai County","22.04304500N","159.33514400W",1347
"1427",2020-05-16,22.040395,-159.335117,0.01,"Kauai","2020_KA_2002302"," ","22.04039500N","159.33511700W",1348
"1428",2011-07-31,22.0411701,-159.3351135,0.1,"Kauai","KA721","Kauai County","22.04117010N","159.33511350W",1349
"1429",2019-07-26,22.04307,-159.335055,0.01,"Kauai","2019_KA_1903907"," ","22.04307000N","159.33505500W",1350
"1430",2008-12-28,22.040966,-159.3349457,0.01,"Kauai","KA729","Kauai County","22.04096600N","159.33494570W",1351
"1431",2009-10-05,21.9740944,-159.3349457,0.1,"Kauai","KA728","Kauai County","21.97409440N","159.33494570W",1352
"1432",2019-03-19,22.042995,-159.334944,0.1,"Kauai","2019_KA_1901460"," ","22.04299500N","159.33494400W",1353
"1433",2020-01-24,22.043004,-159.334923,0.01,"Kauai","2020_KA_2000484"," ","22.04300400N","159.33492300W",1354
"1434",2019-01-25,22.043035,-159.334901,0.01,"Kauai","2019_KA_1900478"," ","22.04303500N","159.33490100W",1355
"1435",2019-10-14,22.048899,-159.334894,0.05,"Kauai","2019_KA_1905391"," ","22.04889900N","159.33489400W",1356
"1436",2020-08-11,22.041497,-159.334857,0.05,"Kauai","2020_KA_2003591"," ","22.04149700N","159.33485700W",1357
"1437",2020-07-18,22.04069,-159.334807,0.01,"Kauai","2020_KA_2003226"," ","22.04069000N","159.33480700W",1358
"1438",2020-09-23,22.048788,-159.334806,0.01,"Kauai","2020_KA_2004247"," ","22.04878800N","159.33480600W",1359
"1439",2020-05-31,22.04039,-159.334724,0.01,"Kauai","2020_KA_2002519"," ","22.04039000N","159.33472400W",1360
"1440",2014-07-03,22.097583,-159.334695,0.5,"Kauai","2014_KA_1402935"," ","22.09758300N","159.33469500W",1361
"1441",2012-09-14,22.097583,-159.334695,0.25,"Kauai","2012_KA_1203865"," ","22.09758300N","159.33469500W",1362
"1442",2013-03-17,22.097583,-159.334695,0.05,"Kauai","2013_KA_1301226"," ","22.09758300N","159.33469500W",1363
"1443",2012-09-29,22.097583,-159.334695,0.01,"Kauai","2012_KA_1204068"," ","22.09758300N","159.33469500W",1364
"1444",2013-04-11,22.097583,-159.334695,0.01,"Kauai","2013_KA_1301643"," ","22.09758300N","159.33469500W",1365
"1445",2013-06-15,22.097583,-159.334695,0.01,"Kauai","2013_KA_1302651"," ","22.09758300N","159.33469500W",1366
"1446",2013-12-10,22.097583,-159.334695,0.01,"Kauai","2013_KA_1305387"," ","22.09758300N","159.33469500W",1367
"1447",2014-07-03,22.097583,-159.334695,0.01,"Kauai","2014_KA_1402936"," ","22.09758300N","159.33469500W",1368
"1448",2016-03-08,22.097851,-159.334674,0.25,"Kauai","2016_KA_1601152"," ","22.09785100N","159.33467400W",1369
"1449",2014-12-08,22.097851,-159.334674,0.02,"Kauai","2014_KA_1405401"," ","22.09785100N","159.33467400W",1370
"1450",2015-02-11,22.097851,-159.334674,0.02,"Kauai","2015_KA_1500766"," ","22.09785100N","159.33467400W",1371
"1451",2015-07-30,22.097851,-159.334674,0.01,"Kauai","2015_KA_1503555"," ","22.09785100N","159.33467400W",1372
"1452",2016-09-24,22.097851,-159.334674,0.01,"Kauai","2016_KA_1604388"," ","22.09785100N","159.33467400W",1373
"1453",2020-04-14,22.1884936,-159.3346175,0.01,"Kauai","2020_KA_2001862"," ","22.18849361N","159.33461748W",1374
"1454",2020-08-29,22.18810109,-159.3345363,0.01,"Kauai","2020_KA_2003853"," ","22.18810109N","159.33453627W",1375
"1455",2010-11-06,21.9596443,-159.3345032,3,"Kauai","KA733","Kauai County","21.95964430N","159.33450320W",1376
"1456",2008-05-13,22.1821747,-159.3344116,1,"Kauai","KA734","Kauai County","22.18217470N","159.33441160W",1377
"1457",2011-07-01,22.050478,-159.334259,0.01,"Kauai","KA735","Kauai County","22.05047800N","159.33425900W",1378
"1458",2020-04-25,22.050239,-159.334136,0.01,"Kauai","2020_KA_2002021"," ","22.05023900N","159.33413600W",1379
"1459",2010-06-04,21.9573975,-159.3340759,0.1,"Kauai","KA736","Kauai County","21.95739750N","159.33407590W",1380
"1460",2020-05-28,22.050113,-159.334071,0.01,"Kauai","2020_KA_2002481"," ","22.05011300N","159.33407100W",1381
"1461",2020-09-09,22.050166,-159.334018,0.01,"Kauai","2020_KA_2004020"," ","22.05016600N","159.33401800W",1382
"1462",2007-10-30,22.1911392,-159.3339081,0.1,"Kauai","KA255","Kauai County","22.19113920N","159.33390810W",1383
"1463",2014-07-13,22.050569,-159.333816,0.1,"Kauai","2014_KA_1403071"," ","22.05056900N","159.33381600W",1384
"1464",2011-09-04,22.053709,-159.3337708,0.25,"Kauai","KA263","Kauai County","22.05370900N","159.33377080W",1385
"1465",2007-07-03,22.0936165,-159.3335419,0.4,"Kauai","KA264","Kauai County","22.09361650N","159.33354190W",1386
"1466",2009-09-24,21.973402,-159.3332062,20,"Kauai","KA739","Kauai County","21.97340200N","159.33320620W",1387
"1467",2009-09-25,21.973402,-159.3332062,0.01,"Kauai","KA740","Kauai County","21.97340200N","159.33320620W",1388
"1468",2010-06-01,21.9581242,-159.3329926,0.01,"Kauai","KA741","Kauai County","21.95812420N","159.33299260W",1389
"1469",2013-01-20,22.182705,-159.332957,10,"Kauai","2013_KA_1300335"," ","22.18270500N","159.33295700W",1390
"1470",2014-11-14,22.182705,-159.332957,0.5,"Kauai","2014_KA_1405031"," ","22.18270500N","159.33295700W",1391
"1471",2015-02-12,22.182705,-159.332957,0.5,"Kauai","2015_KA_1500785"," ","22.18270500N","159.33295700W",1392
"1472",2015-05-04,22.182705,-159.332957,0.5,"Kauai","2015_KA_1502128"," ","22.18270500N","159.33295700W",1393
"1473",2014-09-06,22.182705,-159.332957,0.1,"Kauai","2014_KA_1403946"," ","22.18270500N","159.33295700W",1394
"1474",2015-01-08,22.182705,-159.332957,0.1,"Kauai","2015_KA_1500172"," ","22.18270500N","159.33295700W",1395
"1475",2015-05-18,22.182705,-159.332957,0.01,"Kauai","2015_KA_1502347"," ","22.18270500N","159.33295700W",1396
"1476",2011-06-27,22.180027,-159.3327637,0.01,"Kauai","KA742","Kauai County","22.18002700N","159.33276370W",1397
"1477",2006-06-17,22.050869,-159.3323975,0.1,"Kauai","KA266","Kauai County","22.05086900N","159.33239750W",1398
"1478",2007-07-04,22.0814495,-159.3323822,0.1,"Kauai","KA743","Kauai County","22.08144950N","159.33238220W",1399
"1479",2008-09-14,22.0820255,-159.3322754,0.1,"Kauai","KA744","Kauai County","22.08202550N","159.33227540W",1400
"1480",2012-08-18,22.09578,-159.332249,0.1,"Kauai","2012_KA_1203475"," ","22.09578000N","159.33224900W",1401
"1481",2012-11-17,22.09578,-159.332249,0.1,"Kauai","2012_KA_1204778"," ","22.09578000N","159.33224900W",1402
"1482",2013-04-28,22.09578,-159.332249,0.1,"Kauai","2013_KA_1301910"," ","22.09578000N","159.33224900W",1403
"1483",2013-09-07,22.09578,-159.332249,0.1,"Kauai","2013_KA_1303988"," ","22.09578000N","159.33224900W",1404
"1484",2015-01-20,22.09578,-159.332249,0.1,"Kauai","2015_KA_1500405"," ","22.09578000N","159.33224900W",1405
"1485",2013-08-08,22.09578,-159.332249,0.01,"Kauai","2013_KA_1303506"," ","22.09578000N","159.33224900W",1406
"1486",2015-09-11,22.09578,-159.332249,0.01,"Kauai","2015_KA_1504271"," ","22.09578000N","159.33224900W",1407
"1487",2016-02-12,22.09578,-159.332249,0.01,"Kauai","2016_KA_1600718"," ","22.09578000N","159.33224900W",1408
"1488",2009-12-29,22.0514355,-159.3319702,0.1,"Kauai","KA267","Kauai County","22.05143550N","159.33197020W",1409
"1489",2015-03-09,22.083284,-159.331963,0.1,"Kauai","2015_KA_1501217"," ","22.08328400N","159.33196300W",1410
"1490",2019-05-06,22.05200814,-159.3318916,0.2,"Kauai","2019_KA_1902330"," ","22.05200814N","159.33189159W",1411
"1491",2010-01-08,22.0997009,-159.3318787,0.1,"Kauai","KA268","Kauai County","22.09970090N","159.33187870W",1412
"1492",2011-01-16,22.0813751,-159.3316345,1,"Kauai","KA746","Kauai County","22.08137510N","159.33163450W",1413
"1493",2013-07-27,22.05199817,-159.3315759,0.1,"Kauai","2013_KA_1303287"," ","22.05199817N","159.33157593W",1414
"1494",2017-04-07,22.085493,-159.331229,0.2,"Kauai","2017_KA_1701764"," ","22.08549300N","159.33122900W",1415
"1495",2008-12-25,21.9608231,-159.3311462,0.01,"Kauai","KA747","Kauai County","21.96082310N","159.33114620W",1416
"1496",2006-07-23,21.9903965,-159.3310547,0.1,"Kauai","KA269","Kauai County","21.99039650N","159.33105470W",1417
"1497",2006-06-28,22.0943604,-159.3310089,0.5,"Kauai","KA270","Kauai County","22.09436040N","159.33100890W",1418
"1498",2011-12-09,21.9629917,-159.3308258,0.07,"Kauai","KA748","Kauai County","21.96299170N","159.33082580W",1419
"1499",2008-04-23,21.9616947,-159.33078,0.1,"Kauai","KA749","Kauai County","21.96169470N","159.33078000W",1420
"1500",2008-04-28,21.9616947,-159.33078,0.1,"Kauai","KA750","Kauai County","21.96169470N","159.33078000W",1421
"1501",2003-07-18,22.1236,-159.330658,640,"Kauai","XX98","DOFAW","22.12360000N","159.33065800W",1422
"1502",2007-04-08,22.08638,-159.3305054,0.1,"Kauai","KA271","Kauai County","22.08638000N","159.33050540W",1423
"1503",2012-01-15,22.18012369,-159.3301612,0,"Kauai","2012_KA_1200234"," ","22.18012369N","159.33016122W",1424
"1504",2013-12-25,22.06014789,-159.3301493,0.01,"Kauai","2013_KA_1305567"," ","22.06014789N","159.33014933W",1425
"1505",2019-03-19,22.179483,-159.329492,0.25,"Kauai","2019_KA_1901458"," ","22.17948300N","159.32949200W",1484
"1506",2010-10-15,22.0796661,-159.3293915,50,"Kauai","KA752","Kauai County","22.07966610N","159.32939150W",1485
"1507",2007-07-04,22.0795135,-159.3293915,30,"Kauai","KA753","DOFAW","22.07951350N","159.32939150W",1486
"1508",2009-10-21,22.0791473,-159.3292694,0.1,"Kauai","KA272","Kauai County","22.07914730N","159.32926940W",1487
"1509",2011-11-28,22.1852055,-159.3289032,1,"Kauai","KA754","Kauai County","22.18520550N","159.32890320W",1488
"1510",2009-07-05,22.0828114,-159.3288116,0.25,"Kauai","KA274","Kauai County","22.08281140N","159.32881160W",1489
"1511",2005-04-18,22.076683,-159.3282928,0.1,"Kauai","KA14","Kauai County","22.07668300N","159.32829280W",1490
"1512",2014-05-21,22.07909935,-159.328247,0.01,"Kauai","2014_KA_1402279"," ","22.07909935N","159.32824700W",1491
